name_marvel,number_marvel,id_marvel,align_marvel,eye_marvel,hair_marvel,sex_marvel,gsm,alive,appearances_marvel,firstappearances_marvel,year_marvel,yearsgrouped_marvel,femalepercentage_marvel,firstfemaleappearance percentage_marvel,year,gender_f,alignmentpercentage_f,gender_m,alignmentpercentage_m,Column1,,lgbt_12,year_lgbt_12,Count_universe_12,,lgbt,year_lgbt,Count_universe,,name_dc,number_dc,id_dc,align_dc,eye_dc,hair_dc,sex_dc,gsm_dc,alive_dc,appearances_dc,firstappearances_dc,year_dc,yearsgrouped_dc,femalepercentage_dc,firstfemaleappearance percentage_dc,Year_1,Column_f,Value_f,Column1,Column_m,Value_m
Jack Abbott (Earth-616),9911,Public Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Living Characters,2,Jan-01,2001,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jared Carstairs (Earth-616),9912,Public Identity,Bad Characters,,Red Hair,Male Characters,,Living Characters,2,Nov-01,2001,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
"John Howlett, Jr. (Earth-616)",9913,No Dual Identity,,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,2,Dec-01,2001,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kali Vries (Earth-616),9914,Public Identity,Good Characters,,Auburn Hair,Female Characters,,Living Characters,2,Aug-01,2001,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Madame Drache (Earth-616),9915,Secret Identity,Neutral Characters,,,Female Characters,,Deceased Characters,2,Dec-01,2001,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammoth (Imperial Guard) (Earth-616),9916,Secret Identity,Neutral Characters,,,Male Characters,,Deceased Characters,2,Oct-01,2001,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Dorie (Earth-616),9917,Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,2,May-01,2001,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Miles Warbeck (Earth-616),9918,Secret Identity,,,Brown Hair,Male Characters,,Deceased Characters,2,Dec-01,2001,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mister Kenneth (Earth-616),9919,No Dual Identity,Neutral Characters,,,Male Characters,,Deceased Characters,2,Nov-01,2001,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Nancy (Mutant) (Earth-616),9920,Secret Identity,,Black Eyes,Brown Hair,Female Characters,,Deceased Characters,2,Dec-01,2001,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswald (Brotherhood) (Earth-616),9921,Secret Identity,Bad Characters,Brown Eyes,Blond Hair,Male Characters,,Deceased Characters,2,Jul-01,2001,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Papa Hagg (Earth-616),9922,Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,,Living Characters,2,Mar-01,2001,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Sigismund Bismarck (Earth-616),9923,,Good Characters,,Blond Hair,Male Characters,,Living Characters,2,Jun-01,2001,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ugly John (Earth-616),9924,,Neutral Characters,,Brown Hair,Male Characters,,Deceased Characters,2,Jul-01,2001,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Viktor Smerdilovisc (Earth-616),9925,,Bad Characters,,,Male Characters,,Living Characters,2,May-01,2001,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Abel (Earth-616),9926,No Dual Identity,,,Bald,Male Characters,,Living Characters,2,Jun-02,2002,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex (Telepath) (Earth-616),9927,No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,2,Nov-02,2002,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Anzehlika Medvedev (Earth-616),9928,No Dual Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,2,Jun-02,2002,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Armour (Thanosi) (Earth-616),9929,Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,2,Aug-02,2002,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashton Wither (Earth-616),9930,,Good Characters,,Brown Hair,Male Characters,,Deceased Characters,2,Oct-02,2002,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Avery Connor (Earth-616),9931,No Dual Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,2,Jan-02,2002,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Benjamin Pancake (Earth-616),9932,,Bad Characters,,,Male Characters,,Living Characters,2,Nov-02,2002,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Billy (Origin) (Earth-616),9933,No Dual Identity,,,,Male Characters,,Living Characters,2,Feb-02,2002,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Blimp (Earth-616),9934,Secret Identity,Neutral Characters,White Eyes,Bald,Male Characters,,Living Characters,2,May-02,2002,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Brooke Douglas (Earth-616),9935,Public Identity,Good Characters,,,Female Characters,,Living Characters,2,Sep-02,2002,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cain (Abel) (Earth-616),9936,No Dual Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,2,Jun-02,2002,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chin Hsi (Earth-616),9937,Secret Identity,Good Characters,,,Male Characters,,Living Characters,2,Jan-02,2002,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Deuteronomy (Earth-616),9938,No Dual Identity,Bad Characters,,No Hair,Undefined Characters,,Living Characters,2,Jul-02,2002,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dick (FBI Agent) (Earth-616),9939,,Good Characters,,,Male Characters,,Living Characters,2,Oct-02,2002,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Fader (Earth-616),9940,Public Identity,Neutral Characters,,,Undefined Characters,,Living Characters,2,May-02,2002,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Falzone (Earth-616),9941,Public Identity,,,Brown Hair,Male Characters,,Deceased Characters,2,Apr-02,2002,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Faysal Al-Tariq (Earth-616),9942,,Bad Characters,,,Male Characters,,Living Characters,2,Aug-02,2002,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ggorgstog (Earth-616),9943,,Good Characters,,White Hair,Male Characters,,Living Characters,2,Mar-02,2002,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Lianje (Earth-616),9944,Secret Identity,Good Characters,,,Male Characters,,Living Characters,2,Apr-02,2002,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Imdugud (Earth-616),9945,,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,2,May-02,2002,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Iprah (Earth-616),9946,No Dual Identity,Neutral Characters,,Blond Hair,Female Characters,,Deceased Characters,2,Jun-02,2002,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Isley (Earth-616),9947,Secret Identity,Bad Characters,,Red Hair,Male Characters,,Living Characters,2,May-02,2002,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
James Hutchinson (Earth-616),9948,Public Identity,Neutral Characters,Yellow Eyes,,Male Characters,,Living Characters,2,Aug-02,2002,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jane Jones (Earth-616),9949,Public Identity,Neutral Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,2,May-02,2002,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
John Joseph Maguire (Earth-616),9950,Public Identity,Neutral Characters,,Auburn Hair,Male Characters,,Living Characters,2,Jul-02,2002,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
John Watkins Jr. (Earth-616),9951,Secret Identity,Good Characters,,Blond Hair,Male Characters,,Deceased Characters,2,Mar-02,2002,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Maksim Golitsyn (Earth-616),9952,Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,2,Jun-02,2002,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Davis (FBI) (Earth-616),9953,No Dual Identity,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,2,Jun-02,2002,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic (Earth-616),9954,,Bad Characters,,,Male Characters,,Living Characters,2,Aug-02,2002,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter (Mutant) (Earth-616),9955,Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,2,Dec-02,2002,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Zepheniah (Earth-616),9956,Secret Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,2,May-02,2002,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Russell (FBI Agent) (Earth-616),9957,,Good Characters,,,Male Characters,,Living Characters,2,Oct-02,2002,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Sherry (Earth-616),9958,Public Identity,,,Red Hair,Female Characters,,Living Characters,2,Jul-02,2002,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Spence Williams (Earth-616),9959,Public Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,2,Apr-02,2002,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Splatter Gomorrah (Earth-616),9960,No Dual Identity,Neutral Characters,,No Hair,Male Characters,,Living Characters,2,Jun-02,2002,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Suzi Pazuzu (Earth-616),9961,,Good Characters,,Black Hair,Female Characters,,Living Characters,2,Apr-02,2002,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tischenko (Earth-616),9962,Public Identity,Bad Characters,Brown Eyes,White Hair,Male Characters,,Living Characters,2,Jun-02,2002,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Virus (Corman) (Earth-616),9963,Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,Nov-02,2002,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Waldo Dini (Earth-616),9964,No Dual Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,2,Mar-02,2002,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Warrior (Thanosi) (Earth-616),9965,,Bad Characters,,,Male Characters,,Living Characters,2,Aug-02,2002,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Zona Cluster-6 (Earth-616),9966,Secret Identity,Bad Characters,White Eyes,No Hair,Male Characters,,Living Characters,2,Sep-02,2002,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ali Al-Zubaidi (Earth-616),9967,Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,2,Oct-03,2003,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Belinda Mathius (Earth-616),9968,No Dual Identity,Bad Characters,,,Female Characters,,Living Characters,2,Dec-03,2003,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Billy Taylor (Earth-616),9969,No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,2,Mar-03,2003,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bubble (Mutant) (Earth-616),9970,,Good Characters,,,Male Characters,,Deceased Characters,2,Sep-03,2003,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Wagner (Earth-616),9971,No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,2,Oct-03,2003,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Christopher Alleyne (Earth-616),9972,Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,2,Oct-03,2003,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dallas Huxley (Earth-616),9973,Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,2,Jan-03,2003,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dante Ortega (Earth-616),9974,,Neutral Characters,Brown Eyes,Black Hair,Male Characters,Homosexual Characters,Living Characters,2,Dec-03,2003,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Darick Gallhager (Earth-616),9975,Secret Identity,,Brown Eyes,Black Hair,Male Characters,,Living Characters,2,Apr-03,2003,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis (Mutant) (Earth-616),9976,,,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,2,Jan-03,2003,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Doctorangutan (Earth-616),9977,Public Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,2,Jul-03,2003,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorothy Alleyne (Earth-616),9978,Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,2,Oct-03,2003,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Elizabeth Nixon (Earth-616),9979,,Neutral Characters,Blue Eyes,,Female Characters,,Living Characters,2,Nov-03,2003,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
G\u00fcnter Gross (Earth-616),9980,Secret Identity,Bad Characters,Red Eyes,Bald,Male Characters,,Deceased Characters,2,Oct-03,2003,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Haokah (Earth-616),9981,,,White Eyes,Brown Hair,Male Characters,,Living Characters,2,May-03,2003,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunab-Ku (Earth-616),9982,Secret Identity,,Black Eyes,Black Hair,Male Characters,,Living Characters,2,May-03,2003,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Freestone (Earth-616),9983,Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,2,Dec-03,2003,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Harvey (Earth-616),9984,Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,,Deceased Characters,2,Feb-03,2003,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson Jamison (Earth-616),9985,Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,,Deceased Characters,2,Feb-03,2003,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jo (Mutant) (Earth-616),9986,Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,2,Dec-03,2003,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonas Keller (Earth-616),9987,,Bad Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,2,May-03,2003,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kara (Earth-616),9988,,Neutral Characters,Green Eyes,Brown Hair,Female Characters,,Living Characters,2,Nov-03,2003,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Lazarus (Domino brother) (Earth-616),9989,Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,2,Jul-03,2003,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Makiko Morioka (Earth-616),9990,,,Blue Eyes,,Female Characters,,Deceased Characters,2,Oct-03,2003,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Miranda Mantega (Earth-616),9991,Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Deceased Characters,2,Jul-03,2003,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Canfield (Earth-616),9992,Public Identity,Good Characters,Brown Eyes,Grey Hair,Male Characters,,Deceased Characters,2,Jan-03,2003,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mrs. Canfield (Earth-616),9993,Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,2,Jan-03,2003,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Nallo (Earth-616),9994,Public Identity,Neutral Characters,Red Eyes,No Hair,Male Characters,,Living Characters,2,Jul-03,2003,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Oliver Ryland (Earth-616),9995,Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,2,May-03,2003,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Oscar (Earth-616),9996,No Dual Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,2,Jul-03,2003,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Peppermint Candey (Earth-616),9997,Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,2,Dec-03,2003,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Preston Allen (Earth-616),9998,Secret Identity,Bad Characters,White Eyes,Blue Hair,Male Characters,,Deceased Characters,2,Oct-03,2003,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Wendy Taylor (Earth-616),9999,Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,2,Mar-03,2003,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Halliwell (Earth-616),10000,Secret Identity,Good Characters,Red Eyes,Brown Hair,Male Characters,,Living Characters,2,Mar-03,2003,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Aguinaga (Earth-616),10001,Public Identity,Good Characters,,,Male Characters,,Living Characters,2,Jan-04,2004,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Bronson (Earth-616),10002,No Dual Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,2,Apr-04,2004,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Arturo Falcone (Earth-616),10003,No Dual Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,2,Aug-04,2004,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurelie Sabayon (Earth-616),10004,Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,2,Jul-04,2004,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Knight (Servant) (Earth-616),10005,Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,2,May-04,2004,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Carl (Mutant) (Earth-616),10006,Secret Identity,Neutral Characters,,White Hair,Male Characters,,Living Characters,2,Dec-04,2004,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dana Hutton (Earth-616),10007,Public Identity,Neutral Characters,Black Eyes,Blond Hair,Female Characters,,Deceased Characters,2,Sep-04,2004,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Don Parisi (Earth-616),10008,Secret Identity,Neutral Characters,,,Male Characters,,Living Characters,2,Dec-04,2004,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerard Cooper (Earth-616),10009,Secret Identity,Good Characters,,Bald,Male Characters,,Living Characters,2,Jul-04,2004,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Grace Foley (Earth-616),10010,,Neutral Characters,,Strawberry Blond Hair,Female Characters,,Living Characters,2,Jan-04,2004,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gunther Herschein (Earth-616),10011,Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Deceased Characters,2,May-04,2004,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Howard Foley (Earth-616),10012,,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,2,Jan-04,2004,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack White (Earth-616),10013,Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,2,Feb-04,2004,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jade Parisi (Earth-616),10014,Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,2,Dec-04,2004,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerry Halliwell (Earth-616),10015,,Good Characters,,,Male Characters,,Living Characters,2,Dec-04,2004,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Killshot (Earth-616),10016,Secret Identity,Bad Characters,,Red Hair,Male Characters,,Living Characters,2,Feb-04,2004,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurent Levessaur (Earth-616),10017,Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,2,Nov-04,2004,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Falcone (Earth-616),10018,Public Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,2,Aug-04,2004,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Borkowski (Earth-616),10019,Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,2,Jan-04,2004,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mrs. Borkowski (Earth-616),10020,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,2,Jan-04,2004,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mrs. Caban (Earth-616),10021,,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,2,Jul-04,2004,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Musclehead (Earth-616),10022,Secret Identity,Bad Characters,,Green Hair,Male Characters,,Living Characters,2,Feb-04,2004,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Owen (Earth-616),10023,Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,2,Oct-04,2004,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Paradise (Earth-616),10024,Secret Identity,Bad Characters,,Red Hair,Female Characters,,Living Characters,2,Feb-04,2004,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Nesbitt (Earth-616),10025,Secret Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,2,Jul-04,2004,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedro de Noli (Earth-616),10026,Secret Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,2,Jul-04,2004,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Posterboy (Earth-616),10027,Secret Identity,Bad Characters,Brown Eyes,Blond Hair,Male Characters,,Living Characters,2,Feb-04,2004,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Primo Falcone (Earth-616),10028,Public Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,2,Aug-04,2004,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Purge (The Arena) (Earth-616),10029,Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,Feb-04,2004,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Rattatosk (Earth-616),10030,Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,2,Oct-04,2004,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Robin Wise (Earth-616),10031,Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,2,Jul-04,2004,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosalinda Aguilar (Earth-616),10032,Public Identity,,,,Female Characters,,Living Characters,2,Mar-04,2004,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Klein (Earth-616),10033,Public Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,2,Jul-04,2004,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaun Kennedy (Earth-616),10034,Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,2,Jul-04,2004,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Silkworm (The Arena) (Earth-616),10035,Secret Identity,,,,Female Characters,,Living Characters,2,Feb-04,2004,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Simon Sanderson (Earth-616),10036,Public Identity,,,Grey Hair,Male Characters,,Living Characters,2,Oct-04,2004,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Spencer Bronson (Earth-616),10037,,Bad Characters,Multiple Eyes,,Male Characters,,Living Characters,2,Apr-04,2004,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Stefanya Melnikova (Earth-616),10038,Secret Identity,Neutral Characters,,,Female Characters,,Deceased Characters,2,Nov-04,2004,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Stella (Washington Heights) (Earth-616),10039,Public Identity,Neutral Characters,,Black Hair,Female Characters,,Living Characters,2,Oct-04,2004,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanya (Earth-616),10040,Secret Identity,Good Characters,White Eyes,Black Hair,Female Characters,,Living Characters,2,Sep-04,2004,,,,,,,,,,,,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
