name_marvel,number_marvel,id_marvel,align_marvel,eye_marvel,hair_marvel,sex_marvel,gsm,alive,appearances_marvel,firstappearances_marvel,year_marvel,yearsgrouped_marvel,femalepercentage_marvel,firstfemaleappearance percentage_marvel,year,gender_f,alignmentpercentage_f,gender_m,alignmentpercentage_m,Column1,gsm,year_marvel,gsm_dc,year_dc,,,,,,name_dc,number_dc,id_dc,align_dc,eye_dc,hair_dc,sex_dc,gsm_dc,alive_dc,appearances_dc,firstappearances_dc,year_dc,yearsgrouped_dc,femalepercentage_dc,firstfemaleappearance percentage_dc,Year_1,Column_f,Value_f,Column1,Column_m,Value_m
Benjamin Pancake (Earth-616),9932,,Bad Characters,,,Male Characters,,Living Characters,2,Nov-02,2002,,,,,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Billy (Origin) (Earth-616),9933,No Dual Identity,,,,Male Characters,,Living Characters,2,Feb-02,2002,,,,,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blimp (Earth-616),9934,Secret Identity,Neutral Characters,White Eyes,Bald,Male Characters,,Living Characters,2,May-02,2002,,,,,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brooke Douglas (Earth-616),9935,Public Identity,Good Characters,,,Female Characters,,Living Characters,2,Sep-02,2002,,,,,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cain (Abel) (Earth-616),9936,No Dual Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,2,Jun-02,2002,,,,,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chin Hsi (Earth-616),9937,Secret Identity,Good Characters,,,Male Characters,,Living Characters,2,Jan-02,2002,,,,,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deuteronomy (Earth-616),9938,No Dual Identity,Bad Characters,,No Hair,Undefined Characters,,Living Characters,2,Jul-02,2002,,,,,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dick (FBI Agent) (Earth-616),9939,,Good Characters,,,Male Characters,,Living Characters,2,Oct-02,2002,,,,,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fader (Earth-616),9940,Public Identity,Neutral Characters,,,Undefined Characters,,Living Characters,2,May-02,2002,,,,,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falzone (Earth-616),9941,Public Identity,,,Brown Hair,Male Characters,,Deceased Characters,2,Apr-02,2002,,,,,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faysal Al-Tariq (Earth-616),9942,,Bad Characters,,,Male Characters,,Living Characters,2,Aug-02,2002,,,,,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ggorgstog (Earth-616),9943,,Good Characters,,White Hair,Male Characters,,Living Characters,2,Mar-02,2002,,,,,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Lianje (Earth-616),9944,Secret Identity,Good Characters,,,Male Characters,,Living Characters,2,Apr-02,2002,,,,,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imdugud (Earth-616),9945,,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,2,May-02,2002,,,,,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iprah (Earth-616),9946,No Dual Identity,Neutral Characters,,Blond Hair,Female Characters,,Deceased Characters,2,Jun-02,2002,,,,,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isley (Earth-616),9947,Secret Identity,Bad Characters,,Red Hair,Male Characters,,Living Characters,2,May-02,2002,,,,,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Hutchinson (Earth-616),9948,Public Identity,Neutral Characters,Yellow Eyes,,Male Characters,,Living Characters,2,Aug-02,2002,,,,,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jane Jones (Earth-616),9949,Public Identity,Neutral Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,2,May-02,2002,,,,,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Joseph Maguire (Earth-616),9950,Public Identity,Neutral Characters,,Auburn Hair,Male Characters,,Living Characters,2,Jul-02,2002,,,,,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Watkins Jr. (Earth-616),9951,Secret Identity,Good Characters,,Blond Hair,Male Characters,,Deceased Characters,2,Mar-02,2002,,,,,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maksim Golitsyn (Earth-616),9952,Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,2,Jun-02,2002,,,,,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Davis (FBI) (Earth-616),9953,No Dual Identity,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,2,Jun-02,2002,,,,,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic (Earth-616),9954,,Bad Characters,,,Male Characters,,Living Characters,2,Aug-02,2002,,,,,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter (Mutant) (Earth-616),9955,Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,2,Dec-02,2002,,,,,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Zepheniah (Earth-616),9956,Secret Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,2,May-02,2002,,,,,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russell (FBI Agent) (Earth-616),9957,,Good Characters,,,Male Characters,,Living Characters,2,Oct-02,2002,,,,,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sherry (Earth-616),9958,Public Identity,,,Red Hair,Female Characters,,Living Characters,2,Jul-02,2002,,,,,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spence Williams (Earth-616),9959,Public Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,2,Apr-02,2002,,,,,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Splatter Gomorrah (Earth-616),9960,No Dual Identity,Neutral Characters,,No Hair,Male Characters,,Living Characters,2,Jun-02,2002,,,,,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suzi Pazuzu (Earth-616),9961,,Good Characters,,Black Hair,Female Characters,,Living Characters,2,Apr-02,2002,,,,,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tischenko (Earth-616),9962,Public Identity,Bad Characters,Brown Eyes,White Hair,Male Characters,,Living Characters,2,Jun-02,2002,,,,,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virus (Corman) (Earth-616),9963,Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,Nov-02,2002,,,,,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waldo Dini (Earth-616),9964,No Dual Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,2,Mar-02,2002,,,,,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warrior (Thanosi) (Earth-616),9965,,Bad Characters,,,Male Characters,,Living Characters,2,Aug-02,2002,,,,,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zona Cluster-6 (Earth-616),9966,Secret Identity,Bad Characters,White Eyes,No Hair,Male Characters,,Living Characters,2,Sep-02,2002,,,,,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ali Al-Zubaidi (Earth-616),9967,Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,2,Oct-03,2003,,,,,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belinda Mathius (Earth-616),9968,No Dual Identity,Bad Characters,,,Female Characters,,Living Characters,2,Dec-03,2003,,,,,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Billy Taylor (Earth-616),9969,No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,2,Mar-03,2003,,,,,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bubble (Mutant) (Earth-616),9970,,Good Characters,,,Male Characters,,Deceased Characters,2,Sep-03,2003,,,,,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Wagner (Earth-616),9971,No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,2,Oct-03,2003,,,,,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christopher Alleyne (Earth-616),9972,Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,2,Oct-03,2003,,,,,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dallas Huxley (Earth-616),9973,Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,2,Jan-03,2003,,,,,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dante Ortega (Earth-616),9974,,Neutral Characters,Brown Eyes,Black Hair,Male Characters,Homosexual Characters,Living Characters,2,Dec-03,2003,,,,,,,,,,LGBT_Marvel,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darick Gallhager (Earth-616),9975,Secret Identity,,Brown Eyes,Black Hair,Male Characters,,Living Characters,2,Apr-03,2003,,,,,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis (Mutant) (Earth-616),9976,,,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,2,Jan-03,2003,,,,,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doctorangutan (Earth-616),9977,Public Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,2,Jul-03,2003,,,,,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorothy Alleyne (Earth-616),9978,Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,2,Oct-03,2003,,,,,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elizabeth Nixon (Earth-616),9979,,Neutral Characters,Blue Eyes,,Female Characters,,Living Characters,2,Nov-03,2003,,,,,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G\u00fcnter Gross (Earth-616),9980,Secret Identity,Bad Characters,Red Eyes,Bald,Male Characters,,Deceased Characters,2,Oct-03,2003,,,,,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haokah (Earth-616),9981,,,White Eyes,Brown Hair,Male Characters,,Living Characters,2,May-03,2003,,,,,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunab-Ku (Earth-616),9982,Secret Identity,,Black Eyes,Black Hair,Male Characters,,Living Characters,2,May-03,2003,,,,,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Freestone (Earth-616),9983,Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,2,Dec-03,2003,,,,,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Harvey (Earth-616),9984,Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,,Deceased Characters,2,Feb-03,2003,,,,,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson Jamison (Earth-616),9985,Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,,Deceased Characters,2,Feb-03,2003,,,,,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jo (Mutant) (Earth-616),9986,Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,2,Dec-03,2003,,,,,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonas Keller (Earth-616),9987,,Bad Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,2,May-03,2003,,,,,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kara (Earth-616),9988,,Neutral Characters,Green Eyes,Brown Hair,Female Characters,,Living Characters,2,Nov-03,2003,,,,,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lazarus (Domino brother) (Earth-616),9989,Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,2,Jul-03,2003,,,,,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Makiko Morioka (Earth-616),9990,,,Blue Eyes,,Female Characters,,Deceased Characters,2,Oct-03,2003,,,,,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miranda Mantega (Earth-616),9991,Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Deceased Characters,2,Jul-03,2003,,,,,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Canfield (Earth-616),9992,Public Identity,Good Characters,Brown Eyes,Grey Hair,Male Characters,,Deceased Characters,2,Jan-03,2003,,,,,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mrs. Canfield (Earth-616),9993,Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,2,Jan-03,2003,,,,,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nallo (Earth-616),9994,Public Identity,Neutral Characters,Red Eyes,No Hair,Male Characters,,Living Characters,2,Jul-03,2003,,,,,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oliver Ryland (Earth-616),9995,Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,2,May-03,2003,,,,,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oscar (Earth-616),9996,No Dual Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,2,Jul-03,2003,,,,,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peppermint Candey (Earth-616),9997,Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,2,Dec-03,2003,,,,,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preston Allen (Earth-616),9998,Secret Identity,Bad Characters,White Eyes,Blue Hair,Male Characters,,Deceased Characters,2,Oct-03,2003,,,,,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wendy Taylor (Earth-616),9999,Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,2,Mar-03,2003,,,,,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Halliwell (Earth-616),10000,Secret Identity,Good Characters,Red Eyes,Brown Hair,Male Characters,,Living Characters,2,Mar-03,2003,,,,,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aguinaga (Earth-616),10001,Public Identity,Good Characters,,,Male Characters,,Living Characters,2,Jan-04,2004,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Bronson (Earth-616),10002,No Dual Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,2,Apr-04,2004,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arturo Falcone (Earth-616),10003,No Dual Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,2,Aug-04,2004,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurelie Sabayon (Earth-616),10004,Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,2,Jul-04,2004,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Knight (Servant) (Earth-616),10005,Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,2,May-04,2004,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carl (Mutant) (Earth-616),10006,Secret Identity,Neutral Characters,,White Hair,Male Characters,,Living Characters,2,Dec-04,2004,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dana Hutton (Earth-616),10007,Public Identity,Neutral Characters,Black Eyes,Blond Hair,Female Characters,,Deceased Characters,2,Sep-04,2004,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Don Parisi (Earth-616),10008,Secret Identity,Neutral Characters,,,Male Characters,,Living Characters,2,Dec-04,2004,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerard Cooper (Earth-616),10009,Secret Identity,Good Characters,,Bald,Male Characters,,Living Characters,2,Jul-04,2004,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grace Foley (Earth-616),10010,,Neutral Characters,,Strawberry Blond Hair,Female Characters,,Living Characters,2,Jan-04,2004,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gunther Herschein (Earth-616),10011,Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Deceased Characters,2,May-04,2004,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Howard Foley (Earth-616),10012,,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,2,Jan-04,2004,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack White (Earth-616),10013,Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,2,Feb-04,2004,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jade Parisi (Earth-616),10014,Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,2,Dec-04,2004,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerry Halliwell (Earth-616),10015,,Good Characters,,,Male Characters,,Living Characters,2,Dec-04,2004,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killshot (Earth-616),10016,Secret Identity,Bad Characters,,Red Hair,Male Characters,,Living Characters,2,Feb-04,2004,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurent Levessaur (Earth-616),10017,Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,2,Nov-04,2004,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Falcone (Earth-616),10018,Public Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,2,Aug-04,2004,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Borkowski (Earth-616),10019,Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,2,Jan-04,2004,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mrs. Borkowski (Earth-616),10020,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,2,Jan-04,2004,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mrs. Caban (Earth-616),10021,,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,2,Jul-04,2004,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Musclehead (Earth-616),10022,Secret Identity,Bad Characters,,Green Hair,Male Characters,,Living Characters,2,Feb-04,2004,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Owen (Earth-616),10023,Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,2,Oct-04,2004,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paradise (Earth-616),10024,Secret Identity,Bad Characters,,Red Hair,Female Characters,,Living Characters,2,Feb-04,2004,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Nesbitt (Earth-616),10025,Secret Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,2,Jul-04,2004,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedro de Noli (Earth-616),10026,Secret Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,2,Jul-04,2004,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Posterboy (Earth-616),10027,Secret Identity,Bad Characters,Brown Eyes,Blond Hair,Male Characters,,Living Characters,2,Feb-04,2004,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primo Falcone (Earth-616),10028,Public Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,2,Aug-04,2004,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purge (The Arena) (Earth-616),10029,Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,Feb-04,2004,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rattatosk (Earth-616),10030,Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,2,Oct-04,2004,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robin Wise (Earth-616),10031,Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,2,Jul-04,2004,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosalinda Aguilar (Earth-616),10032,Public Identity,,,,Female Characters,,Living Characters,2,Mar-04,2004,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Klein (Earth-616),10033,Public Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,2,Jul-04,2004,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaun Kennedy (Earth-616),10034,Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,2,Jul-04,2004,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silkworm (The Arena) (Earth-616),10035,Secret Identity,,,,Female Characters,,Living Characters,2,Feb-04,2004,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simon Sanderson (Earth-616),10036,Public Identity,,,Grey Hair,Male Characters,,Living Characters,2,Oct-04,2004,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spencer Bronson (Earth-616),10037,,Bad Characters,Multiple Eyes,,Male Characters,,Living Characters,2,Apr-04,2004,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stefanya Melnikova (Earth-616),10038,Secret Identity,Neutral Characters,,,Female Characters,,Deceased Characters,2,Nov-04,2004,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stella (Washington Heights) (Earth-616),10039,Public Identity,Neutral Characters,,Black Hair,Female Characters,,Living Characters,2,Oct-04,2004,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanya (Earth-616),10040,Secret Identity,Good Characters,White Eyes,Black Hair,Female Characters,,Living Characters,2,Sep-04,2004,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony (Washington Heights) (Earth-616),10041,Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,2,Oct-04,2004,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viktor (Earth-616),10042,Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,2,Aug-04,2004,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alecto (Inhuman) (Earth-616),10043,Secret Identity,,,,Female Characters,,Living Characters,2,Aug-05,2005,,,,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrea Hobbes (Earth-616),10044,,Neutral Characters,,,Female Characters,,Living Characters,2,Mar-05,2005,,,,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Betty Sumitro (Earth-616),10045,No Dual Identity,Bad Characters,Green Eyes,Blond Hair,Female Characters,,Living Characters,2,Jun-05,2005,,,,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Widow (Russian Agent) (Earth-616),10046,Secret Identity,Neutral Characters,,Brown Hair,Female Characters,,Deceased Characters,2,Jan-05,2005,,,,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boy (Earth-616),10047,Public Identity,Bad Characters,Red Eyes,Brown Hair,Male Characters,,Living Characters,2,May-05,2005,,,,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buzz McMahon (Earth-616),10048,Public Identity,,,,Male Characters,,Living Characters,2,Dec-05,2005,,,,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carrie (District X) (Earth-616),10049,,,,Blond Hair,Female Characters,,Living Characters,2,Jan-05,2005,,,,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cinglet (Earth-616),10050,,,Red Eyes,,Undefined Characters,,Living Characters,2,Dec-05,2005,,,,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuddle-Face (Earth-616),10051,Secret Identity,Bad Characters,Yellow Eyes,Brown Hair,Undefined Characters,,Living Characters,2,Dec-05,2005,,,,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derek Bishop (Earth-616),10052,Public Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,2,May-05,2005,,,,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devron (Earth-616),10053,,Neutral Characters,,,Undefined Characters,,Living Characters,2,Dec-05,2005,,,,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominicus Pierce (Earth-616),10054,,Neutral Characters,,,Male Characters,,Living Characters,2,Apr-05,2005,,,,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elizabeth Keller (Earth-616),10055,,,Blue Eyes,Black Hair,Female Characters,,Living Characters,2,Jul-05,2005,,,,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eugene Walker (Earth-616),10056,Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,2,Jul-05,2005,,,,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Umbaja (Earth-616),10057,Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,2,Jun-05,2005,,,,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grigor Ivanovich Pchelintsov (Earth-616),10058,Public Identity,Bad Characters,,White Hair,Male Characters,,Living Characters,2,Feb-05,2005,,,,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harlan Stone (Earth-616),10059,Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,2,Dec-05,2005,,,,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inger Rinefeld (Earth-616),10060,Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,2,Oct-05,2005,,,,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juito (Earth-616),10061,Secret Identity,Bad Characters,,White Hair,Male Characters,,Deceased Characters,2,Feb-05,2005,,,,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenneth Anderson (Earth-616),10062,No Dual Identity,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,2,Apr-05,2005,,,,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
